Price,Adj Close,Close,High,Low,Open,Volume
Ticker,CL=F,CL=F,CL=F,CL=F,CL=F,CL=F
Date,,,,,,
2018-04-12,67.06999969482422,67.06999969482422,67.33000183105469,66.0,66.75,687468
2018-04-13,67.38999938964844,67.38999938964844,67.76000213623047,66.69999694824219,67.18000030517578,624203
2018-04-16,66.22000122070312,66.22000122070312,67.73999786376953,66.12999725341797,67.23999786376953,560076
2018-04-17,66.5199966430664,66.5199966430664,66.75,65.55999755859375,66.41999816894531,486076
2018-04-18,68.47000122070312,68.47000122070312,68.91000366210938,66.55999755859375,66.68000030517578,221664
2018-04-19,68.29000091552734,68.29000091552734,69.55999755859375,67.9800033569336,68.75,125993
2018-04-20,68.37999725341797,68.37999725341797,68.62000274658203,67.5,68.26000213623047,724906
2018-04-23,68.63999938964844,68.63999938964844,69.02999877929688,67.13999938964844,68.22000122070312,740941
2018-04-24,67.69999694824219,67.69999694824219,69.37999725341797,67.54000091552734,68.94999694824219,832296
2018-04-25,68.05000305175781,68.05000305175781,68.18000030517578,67.11000061035156,67.75,764049
2018-04-26,68.19000244140625,68.19000244140625,68.77999877929688,67.70999908447266,68.02999877929688,660549
2018-04-27,68.0999984741211,68.0999984741211,68.36000061035156,67.63999938964844,68.20999908447266,542549
2018-04-30,68.56999969482422,68.56999969482422,69.33999633789062,67.16999816894531,68.1500015258789,755186
2018-05-01,67.25,67.25,68.9000015258789,66.8499984741211,68.55999755859375,694771
2018-05-02,67.93000030517578,67.93000030517578,68.13999938964844,66.91999816894531,67.48999786376953,789367
2018-05-03,68.43000030517578,68.43000030517578,68.5999984741211,67.20999908447266,67.68000030517578,691219
2018-05-04,69.72000122070312,69.72000122070312,69.97000122070312,68.12000274658203,68.5,690876
2018-05-07,70.7300033569336,70.7300033569336,70.83999633789062,69.51000213623047,69.8499984741211,758916
2018-05-08,69.05999755859375,69.05999755859375,70.4000015258789,67.62999725341797,70.02999877929688,1253566
2018-05-09,71.13999938964844,71.13999938964844,71.36000061035156,69.8499984741211,70.05000305175781,863386
2018-05-10,71.36000061035156,71.36000061035156,71.88999938964844,70.55999755859375,71.2300033569336,749808
2018-05-11,70.69999694824219,70.69999694824219,71.62999725341797,70.44999694824219,71.44999694824219,634145
2018-05-14,70.95999908447266,70.95999908447266,71.26000213623047,70.26000213623047,70.54000091552734,592826
2018-05-15,71.30999755859375,71.30999755859375,71.91999816894531,70.41999816894531,71.1500015258789,815289
2018-05-16,71.48999786376953,71.48999786376953,71.58999633789062,70.66000366210938,71.0199966430664,574279
2018-05-17,71.48999786376953,71.48999786376953,72.30000305175781,71.08999633789062,71.55999755859375,562639
2018-05-18,71.27999877929688,71.27999877929688,71.75,70.98999786376953,71.5999984741211,211785
2018-05-21,72.23999786376953,72.23999786376953,72.58999633789062,71.25,71.47000122070312,119892
2018-05-22,72.12999725341797,72.12999725341797,72.83000183105469,71.9000015258789,72.52999877929688,723458
2018-05-23,71.83999633789062,71.83999633789062,72.26000213623047,71.19000244140625,72.11000061035156,702791
2018-05-24,70.70999908447266,70.70999908447266,72.0,70.5199966430664,71.83000183105469,640725
2018-05-25,67.87999725341797,67.87999725341797,70.80000305175781,67.41999816894531,70.6500015258789,955354
2018-05-29,66.7300033569336,66.7300033569336,67.3499984741211,65.91999816894531,66.48999786376953,1059750
2018-05-30,68.20999908447266,68.20999908447266,68.66999816894531,66.3499984741211,66.8499984741211,726886
2018-05-31,67.04000091552734,67.04000091552734,68.30000305175781,66.55999755859375,68.23999786376953,917563
2018-06-01,65.80999755859375,65.80999755859375,67.33999633789062,65.51000213623047,67.06999969482422,781103
2018-06-04,64.75,64.75,66.04000091552734,64.56999969482422,65.70999908447266,696050
2018-06-05,65.5199966430664,65.5199966430664,65.56999969482422,64.22000122070312,64.94000244140625,714674
2018-06-06,64.7300033569336,64.7300033569336,65.95999908447266,64.2699966430664,65.51000213623047,708829
2018-06-07,65.94999694824219,65.94999694824219,66.06999969482422,64.80999755859375,65.06999969482422,675041
2018-06-08,65.73999786376953,65.73999786376953,66.23999786376953,65.1500015258789,65.9800033569336,571224
2018-06-11,66.0999984741211,66.0999984741211,66.3499984741211,64.8499984741211,65.55999755859375,558281
2018-06-12,66.36000061035156,66.36000061035156,66.69999694824219,65.87000274658203,66.05000305175781,524411
2018-06-13,66.63999938964844,66.63999938964844,66.88999938964844,65.5199966430664,66.01000213623047,626398
2018-06-14,66.88999938964844,66.88999938964844,67.16000366210938,66.36000061035156,66.62000274658203,460168
2018-06-15,65.05999755859375,65.05999755859375,67.16000366210938,64.29000091552734,66.62000274658203,512591
2018-06-18,65.8499984741211,65.8499984741211,65.9800033569336,63.59000015258789,64.4000015258789,218933
2018-06-19,65.06999969482422,65.06999969482422,65.9000015258789,64.38999938964844,65.81999969482422,122646
2018-06-20,66.22000122070312,66.22000122070312,66.52999877929688,65.01000213623047,65.11000061035156,801625
2018-06-21,65.54000091552734,65.54000091552734,66.22000122070312,64.33999633789062,65.33999633789062,760719
2018-06-22,68.58000183105469,68.58000183105469,69.37999725341797,65.70999908447266,65.93000030517578,1136232
2018-06-25,68.08000183105469,68.08000183105469,69.44000244140625,67.77999877929688,68.75,816207
2018-06-26,70.52999877929688,70.52999877929688,70.91000366210938,67.72000122070312,68.20999908447266,848537
2018-06-27,72.76000213623047,72.76000213623047,73.05999755859375,70.55999755859375,70.68000030517578,775155
2018-06-28,73.44999694824219,73.44999694824219,74.02999877929688,72.19999694824219,72.2699966430664,717347
2018-06-29,74.1500015258789,74.1500015258789,74.45999908447266,72.93000030517578,73.33000183105469,602399
2018-07-02,73.94000244140625,73.94000244140625,74.3499984741211,72.51000213623047,73.62000274658203,652167
2018-07-03,74.13999938964844,74.13999938964844,75.2699966430664,72.7300033569336,74.08000183105469,667235
2018-07-05,72.94000244140625,72.94000244140625,74.80000305175781,72.52999877929688,74.3499984741211,841632
2018-07-06,73.80000305175781,73.80000305175781,74.01000213623047,72.13999938964844,73.16000366210938,611419
2018-07-09,73.8499984741211,73.8499984741211,74.27999877929688,72.98999786376953,73.87000274658203,533003
2018-07-10,74.11000061035156,74.11000061035156,74.69999694824219,73.6500015258789,74.04000091552734,586829
2018-07-11,70.37999725341797,70.37999725341797,74.26000213623047,70.0199966430664,74.19999694824219,861726
2018-07-12,70.33000183105469,70.33000183105469,71.23999786376953,69.2300033569336,70.5999984741211,707887
2018-07-13,71.01000213623047,71.01000213623047,71.66000366210938,69.83999633789062,70.37999725341797,530277
2018-07-16,68.05999755859375,68.05999755859375,70.87000274658203,67.58000183105469,70.5199966430664,530480
2018-07-17,68.08000183105469,68.08000183105469,68.44000244140625,67.02999877929688,68.02999877929688,440727
2018-07-18,68.76000213623047,68.76000213623047,69.05999755859375,67.04000091552734,67.61000061035156,187313
2018-07-19,69.45999908447266,69.45999908447266,70.16999816894531,67.80000305175781,69.0,103220
2018-07-20,70.45999908447266,70.45999908447266,71.0999984741211,69.37000274658203,69.38999938964844,500967
2018-07-23,67.88999938964844,67.88999938964844,69.30999755859375,67.5999984741211,68.16999816894531,555915
2018-07-24,68.5199966430664,68.5199966430664,69.05000305175781,67.55999755859375,67.80000305175781,524591
2018-07-25,69.30000305175781,69.30000305175781,69.69999694824219,68.19999694824219,68.7699966430664,622913
2018-07-26,69.61000061035156,69.61000061035156,69.91999816894531,68.91999816894531,69.37999725341797,489059
2018-07-27,68.69000244140625,68.69000244140625,69.7699966430664,68.26000213623047,69.58000183105469,460450
2018-07-30,70.12999725341797,70.12999725341797,70.43000030517578,68.80000305175781,69.01000213623047,463011
2018-07-31,68.76000213623047,68.76000213623047,70.22000122070312,67.9800033569336,70.05000305175781,519070
2018-08-01,67.66000366210938,67.66000366210938,68.5199966430664,67.30999755859375,68.43000030517578,576561
2018-08-02,68.95999908447266,68.95999908447266,69.36000061035156,66.91999816894531,67.86000061035156,531071
2018-08-03,68.48999786376953,68.48999786376953,69.23999786376953,67.87000274658203,68.98999786376953,476615
2018-08-06,69.01000213623047,69.01000213623047,69.91999816894531,68.5,68.6500015258789,495605
2018-08-07,69.16999816894531,69.16999816894531,69.83000183105469,68.80999755859375,68.9000015258789,485027
2018-08-08,66.94000244140625,66.94000244140625,69.37000274658203,66.31999969482422,69.08999633789062,760313
2018-08-09,66.80999755859375,66.80999755859375,67.41000366210938,66.48999786376953,66.79000091552734,509401
2018-08-10,67.62999725341797,67.62999725341797,67.87000274658203,66.13999938964844,66.73999786376953,524490
2018-08-13,67.19999694824219,67.19999694824219,67.94999694824219,65.70999908447266,67.77999877929688,578219
2018-08-14,67.04000091552734,67.04000091552734,68.37000274658203,66.58000183105469,67.41999816894531,538484
2018-08-15,65.01000213623047,65.01000213623047,66.9000015258789,64.51000213623047,66.62000274658203,573473
2018-08-16,65.45999908447266,65.45999908447266,65.5199966430664,64.43000030517578,64.94999694824219,383380
2018-08-17,65.91000366210938,65.91000366210938,66.38999938964844,65.30000305175781,65.47000122070312,171403
2018-08-20,66.43000030517578,66.43000030517578,66.68000030517578,65.58999633789062,65.91000366210938,112709
2018-08-21,67.3499984741211,67.3499984741211,68.0999984741211,66.5199966430664,66.62000274658203,437164
2018-08-22,67.86000061035156,67.86000061035156,68.1500015258789,65.9800033569336,66.08000183105469,581899
2018-08-23,67.83000183105469,67.83000183105469,68.12000274658203,67.31999969482422,68.06999969482422,450690
2018-08-24,68.72000122070312,68.72000122070312,69.30999755859375,67.77999877929688,67.9000015258789,517796
2018-08-27,68.87000274658203,68.87000274658203,68.97000122070312,68.33999633789062,68.56999969482422,332612
2018-08-28,68.52999877929688,68.52999877929688,69.19999694824219,68.20999908447266,68.93000030517578,426833
2018-08-29,69.51000213623047,69.51000213623047,69.76000213623047,68.37000274658203,68.54000091552734,497095
2018-08-30,70.25,70.25,70.5,69.55000305175781,69.70999908447266,445584
2018-08-31,69.80000305175781,69.80000305175781,70.36000061035156,69.63999938964844,70.05999755859375,419739
2018-09-04,69.87000274658203,69.87000274658203,71.4000015258789,69.08000183105469,70.12000274658203,785981
2018-09-05,68.72000122070312,68.72000122070312,69.58999633789062,68.55999755859375,69.43000030517578,542104
2018-09-06,67.7699966430664,67.7699966430664,69.0199966430664,67.0,68.63999938964844,633824
2018-09-07,67.75,67.75,68.08000183105469,66.86000061035156,67.87999725341797,530895
2018-09-10,67.54000091552734,67.54000091552734,68.5199966430664,67.33000183105469,67.81999969482422,571174
2018-09-11,69.25,69.25,70.01000213623047,67.4800033569336,67.52999877929688,676869
2018-09-12,70.37000274658203,70.37000274658203,71.26000213623047,69.5,69.88999938964844,800543
2018-09-13,68.58999633789062,68.58999633789062,70.27999877929688,68.3499984741211,70.23999786376953,684937
2018-09-14,68.98999786376953,68.98999786376953,69.91000366210938,67.94000244140625,68.79000091552734,611075
2018-09-17,68.91000366210938,68.91000366210938,69.72000122070312,68.52999877929688,68.93000030517578,422294
2018-09-18,69.8499984741211,69.8499984741211,70.41999816894531,68.52999877929688,68.80000305175781,234202
2018-09-19,71.12000274658203,71.12000274658203,71.5,69.6500015258789,69.70999908447266,125208
2018-09-20,70.80000305175781,70.80000305175781,71.80999755859375,70.7300033569336,71.38999938964844,607520
2018-09-21,70.77999877929688,70.77999877929688,71.80000305175781,69.9800033569336,70.19999694824219,855943
2018-09-24,72.08000183105469,72.08000183105469,72.73999786376953,71.13999938964844,71.13999938964844,576894
2018-09-25,72.27999877929688,72.27999877929688,72.77999877929688,71.88999938964844,72.25,551280
2018-09-26,71.56999969482422,71.56999969482422,72.37999725341797,71.47000122070312,72.08999633789062,464463
2018-09-27,72.12000274658203,72.12000274658203,72.5999984741211,71.70999908447266,72.01000213623047,454549
2018-09-28,73.25,73.25,73.7300033569336,71.87999725341797,72.18000030517578,544047
2018-10-01,75.30000305175781,75.30000305175781,75.7699966430664,72.94999694824219,73.29000091552734,601451
2018-10-02,75.2300033569336,75.2300033569336,75.91000366210938,74.93000030517578,75.41999816894531,463615
2018-10-03,76.41000366210938,76.41000366210938,76.9000015258789,74.30000305175781,75.12000274658203,698817
2018-10-04,74.33000183105469,74.33000183105469,76.47000122070312,73.87999725341797,76.18000030517578,687949
2018-10-05,74.33999633789062,74.33999633789062,75.22000122070312,73.83999633789062,74.66999816894531,613218
2018-10-08,74.29000091552734,74.29000091552734,74.58000183105469,73.06999969482422,74.4000015258789,554938
2018-10-09,74.95999908447266,74.95999908447266,75.27999877929688,74.0,74.20999908447266,623537
2018-10-10,73.16999816894531,73.16999816894531,75.08000183105469,72.37999725341797,74.66000366210938,652737
2018-10-11,70.97000122070312,70.97000122070312,72.76000213623047,70.51000213623047,72.68000030517578,783962
2018-10-12,71.33999633789062,71.33999633789062,72.01000213623047,70.63999938964844,70.98999786376953,626668
2018-10-15,71.77999877929688,71.77999877929688,72.69999694824219,70.8499984741211,71.8499984741211,568610
2018-10-16,71.91999816894531,71.91999816894531,72.29000091552734,71.0199966430664,71.72000122070312,535003
2018-10-17,69.75,69.75,72.43000030517578,69.43000030517578,72.16999816894531,651584
2018-10-18,68.6500015258789,68.6500015258789,70.02999877929688,68.47000122070312,70.02999877929688,215337
2018-10-19,69.12000274658203,69.12000274658203,69.7699966430664,68.55999755859375,68.68000030517578,108311
2018-10-22,69.16999816894531,69.16999816894531,69.6500015258789,68.2699966430664,69.41000366210938,513770
2018-10-23,66.43000030517578,66.43000030517578,69.66000366210938,65.73999786376953,69.55000305175781,853265
2018-10-24,66.81999969482422,66.81999969482422,67.72000122070312,66.05000305175781,66.16999816894531,775963
2018-10-25,67.33000183105469,67.33000183105469,67.6500015258789,65.98999786376953,66.36000061035156,573096
2018-10-26,67.58999633789062,67.58999633789062,67.87999725341797,66.19999694824219,66.94999694824219,595211
2018-10-29,67.04000091552734,67.04000091552734,67.94999694824219,66.29000091552734,67.55000305175781,477487
2018-10-30,66.18000030517578,66.18000030517578,67.26000213623047,65.33000183105469,66.68000030517578,680441
2018-10-31,65.30999755859375,65.30999755859375,67.0,64.80999755859375,66.31999969482422,666487
2018-11-01,63.689998626708984,63.689998626708984,65.38999938964844,63.11000061035156,64.87999725341797,790286
2018-11-02,63.13999938964844,63.13999938964844,63.95000076293945,62.630001068115234,63.5,708906
2018-11-05,63.099998474121094,63.099998474121094,64.13999938964844,62.52000045776367,62.9900016784668,609129
2018-11-06,62.209999084472656,62.209999084472656,63.31999969482422,61.310001373291016,62.70000076293945,761240
2018-11-07,61.66999816894531,61.66999816894531,63.18000030517578,61.20000076293945,61.7400016784668,866628
2018-11-08,60.66999816894531,60.66999816894531,62.41999816894531,60.400001525878906,61.63999938964844,764546
2018-11-09,60.189998626708984,60.189998626708984,60.790000915527344,59.2599983215332,60.75,821729
2018-11-12,59.93000030517578,59.93000030517578,61.279998779296875,58.68000030517578,60.70000076293945,806219
2018-11-13,55.689998626708984,55.689998626708984,59.349998474121094,54.75,58.880001068115234,1095643
2018-11-14,56.25,56.25,57.369998931884766,55.130001068115234,55.27000045776367,844696
2018-11-15,56.459999084472656,56.459999084472656,57.2599983215332,55.59000015258789,56.02000045776367,256499
2018-11-16,56.459999084472656,56.459999084472656,57.959999084472656,55.88999938964844,56.58000183105469,159001
2018-11-19,56.7599983215332,56.7599983215332,57.33000183105469,55.08000183105469,56.720001220703125,699684
2018-11-20,53.43000030517578,53.43000030517578,57.439998626708984,52.77000045776367,57.38999938964844,983120
2018-11-21,54.630001068115234,54.630001068115234,55.86000061035156,53.38999938964844,53.38999938964844,734277
2018-11-23,50.41999816894531,50.41999816894531,54.119998931884766,50.150001525878906,53.869998931884766,1014667
2018-11-26,51.630001068115234,51.630001068115234,52.25,50.099998474121094,50.619998931884766,663108
2018-11-27,51.560001373291016,51.560001373291016,52.380001068115234,50.29999923706055,51.540000915527344,764010
2018-11-28,50.290000915527344,50.290000915527344,52.560001373291016,50.060001373291016,52.09000015258789,831688
2018-11-29,51.45000076293945,51.45000076293945,52.20000076293945,49.40999984741211,50.310001373291016,812721
2018-11-30,50.93000030517578,50.93000030517578,51.790000915527344,49.650001525878906,51.27000045776367,796714
2018-12-03,52.95000076293945,52.95000076293945,53.849998474121094,52.029998779296875,52.45000076293945,758010
2018-12-04,53.25,53.25,54.54999923706055,52.43000030517578,53.130001068115234,738130
2018-12-06,51.4900016784668,51.4900016784668,53.29999923706055,50.08000183105469,52.93000030517578,987266
2018-12-07,52.61000061035156,52.61000061035156,54.220001220703125,50.599998474121094,51.7599983215332,987717
2018-12-10,51.0,51.0,52.810001373291016,50.529998779296875,52.029998779296875,733225
2018-12-11,51.650001525878906,51.650001525878906,52.43000030517578,50.70000076293945,50.88999938964844,665262
2018-12-12,51.150001525878906,51.150001525878906,52.880001068115234,50.939998626708984,51.95000076293945,730810
2018-12-13,52.58000183105469,52.58000183105469,53.27000045776367,50.349998474121094,51.20000076293945,733627
2018-12-14,51.20000076293945,51.20000076293945,52.95000076293945,50.84000015258789,52.83000183105469,526839
2018-12-17,49.880001068115234,49.880001068115234,51.869998931884766,49.0099983215332,51.25,211257
2018-12-18,46.2400016784668,46.2400016784668,49.59000015258789,45.790000915527344,49.15999984741211,120101
2018-12-19,47.20000076293945,47.20000076293945,48.0,45.93000030517578,45.93000030517578,817721
2018-12-20,45.880001068115234,45.880001068115234,47.5099983215332,45.66999816894531,47.38999938964844,794130
2018-12-21,45.59000015258789,45.59000015258789,46.77000045776367,45.130001068115234,46.25,694003
2018-12-24,42.529998779296875,42.529998779296875,46.2400016784668,42.36000061035156,45.45000076293945,415859
2018-12-26,46.220001220703125,46.220001220703125,47.0,42.52000045776367,42.849998474121094,698408
2018-12-27,44.61000061035156,44.61000061035156,46.70000076293945,44.369998931884766,46.58000183105469,665590
2018-12-28,45.33000183105469,45.33000183105469,46.220001220703125,44.41999816894531,45.439998626708984,564385
2018-12-31,45.40999984741211,45.40999984741211,46.529998779296875,44.72999954223633,45.220001220703125,476970
2019-01-02,46.540000915527344,46.540000915527344,47.779998779296875,44.349998474121094,45.79999923706055,850480
2019-01-03,47.09000015258789,47.09000015258789,47.4900016784668,45.349998474121094,46.2599983215332,788718
2019-01-04,47.959999084472656,47.959999084472656,49.220001220703125,46.650001525878906,46.900001525878906,817277
2019-01-07,48.52000045776367,48.52000045776367,49.790000915527344,48.11000061035156,48.29999923706055,819939
2019-01-08,49.779998779296875,49.779998779296875,49.95000076293945,48.310001373291016,48.72999954223633,765981
2019-01-09,52.36000061035156,52.36000061035156,52.58000183105469,49.709999084472656,49.79999923706055,891922
2019-01-10,52.59000015258789,52.59000015258789,52.779998779296875,51.369998931884766,52.18000030517578,821782
2019-01-11,51.59000015258789,51.59000015258789,53.310001373291016,51.18000030517578,52.279998779296875,812339
2019-01-14,50.5099983215332,50.5099983215332,52.11000061035156,50.380001068115234,51.72999954223633,791527
2019-01-15,52.11000061035156,52.11000061035156,52.29999923706055,50.63999938964844,50.779998779296875,664183
2019-01-16,52.310001373291016,52.310001373291016,52.52000045776367,51.2599983215332,52.0,694182
2019-01-17,52.06999969482422,52.06999969482422,52.58000183105469,50.97999954223633,52.29999923706055,288560
2019-01-18,53.79999923706055,53.79999923706055,53.91999816894531,52.09000015258789,52.22999954223633,193099
2019-01-22,52.56999969482422,52.56999969482422,54.2400016784668,51.79999923706055,53.72999954223633,951158
2019-01-23,52.619998931884766,52.619998931884766,53.63999938964844,51.86000061035156,52.95000076293945,702866
2019-01-24,53.130001068115234,53.130001068115234,53.470001220703125,52.06999969482422,52.45000076293945,714415
2019-01-25,53.689998626708984,53.689998626708984,53.939998626708984,52.90999984741211,53.16999816894531,593385
2019-01-28,51.9900016784668,51.9900016784668,53.63999938964844,51.33000183105469,53.560001373291016,650667
2019-01-29,53.310001373291016,53.310001373291016,53.93000030517578,51.84000015258789,52.119998931884766,660527
2019-01-30,54.22999954223633,54.22999954223633,54.93000030517578,53.09000015258789,53.2400016784668,731312
2019-01-31,53.790000915527344,53.790000915527344,55.369998931884766,53.619998931884766,54.279998779296875,718650
2019-02-01,55.2599983215332,55.2599983215332,55.65999984741211,53.369998931884766,54.0099983215332,689566
2019-02-04,54.560001373291016,54.560001373291016,55.75,53.290000915527344,55.31999969482422,622472
2019-02-05,53.65999984741211,53.65999984741211,55.209999084472656,53.470001220703125,54.86000061035156,609756
2019-02-06,54.0099983215332,54.0099983215332,54.29999923706055,52.86000061035156,53.72999954223633,606720
2019-02-07,52.63999938964844,52.63999938964844,54.209999084472656,51.79999923706055,53.939998626708984,749010
2019-02-08,52.720001220703125,52.720001220703125,52.9900016784668,52.08000183105469,52.59000015258789,621003
2019-02-11,52.40999984741211,52.40999984741211,52.779998779296875,51.22999954223633,52.65999984741211,750242
2019-02-12,53.099998474121094,53.099998474121094,54.04999923706055,52.290000915527344,52.470001220703125,708312
2019-02-13,53.900001525878906,53.900001525878906,54.599998474121094,53.27000045776367,53.349998474121094,706552
2019-02-14,54.40999984741211,54.40999984741211,54.68000030517578,53.08000183105469,53.959999084472656,623546
